row_id,ori_left,ori_right,coherence_left,coherence_right,correct_response,condition
0,90,270,0.4,0.5,left,0
1,270,270,0.4,0.5,no_target,0
2,270,270,0.2,0.9,no_target,0
3,90,270,0.2,0.9,left,0
4,270,90,0.2,0.9,right,0
5,270,270,0.5,0.4,no_target,0
6,270,270,0.2,0.9,no_target,0
7,270,270,0.4,0.4,no_target,0
